feature,target_corr,single_feature_cv_pr_auc,single_feature_cv_roc_auc,mutual_information_bits,label_reconstruction_rate,identifier_like,flag_high_corr,flag_high_single_ap,flag_label_copy,flag_perfect_separation,flag_identifier,suspicious
F394,-0.0015115562965770908,0.00953397085366482,0.5050346161854525,0.0016449430060673522,0.0,false,false,false,false,false,false,false
F395,0.0,0.009121301739273191,0.5027779628601394,0.0005198366908459688,0.0,false,false,false,false,false,false,false
F396,-0.00025247408197068147,0.009400924206734055,0.5021602292707754,0.0014754487085591299,0.0,false,false,false,false,false,false,false
F397,-0.0007196120941007586,0.009555166273128994,0.5074615125084829,0.0018721032841877217,0.0,false,false,false,false,false,false,false
F398,0.0,0.009118233428192292,0.5024447529150471,0.0005198366908459688,0.0,false,false,false,false,false,false,false
F399,0.000710005675934735,0.009412264335312542,0.5042920811740391,0.0015031315681432215,0.0,false,false,false,false,false,false,false
F400,-0.016657438177023823,0.008608270431737538,0.4569850472277565,0.0012446749820487152,0.0,false,false,false,false,false,false,false
F401,-0.018018152268741938,0.008821450916156442,0.4812681781045751,0.00040347273323806585,0.0,false,false,false,false,false,false,false
F402,-0.011229742495668871,0.009459663624494085,0.4882961060349552,0.0016002308286713098,0.0,false,false,false,false,false,false,false
F403,-0.016070718536685208,0.008582819148462095,0.4569948318699126,0.0016798907149668699,0.0,false,false,false,false,false,false,false
F404,-0.015011935179622191,0.008827800540932119,0.4818928795004954,0.0006279055825411624,0.0,false,false,false,false,false,false,false
F405,-0.011682616952983197,0.008613447724192317,0.46019520734214475,0.0015764979291128733,0.0,false,false,false,false,false,false,false
F406,-0.03208653149739994,0.010363587581857991,0.5316255162346264,0.0014757682304819986,0.0,false,false,false,false,false,false,false
F407,-0.0604500290300655,0.010414431932155584,0.5277699699558707,0.001409696728168269,0.0,false,false,false,false,false,false,false
F408,-0.006452905510116221,0.00909838251093073,0.4798274930321934,0.001229232362788808,0.0,false,false,false,false,false,false,false
F409,-0.03198268249211408,0.010464488508716466,0.5393623225386769,0.0017404597114019007,0.0,false,false,false,false,false,false,false
F410,-0.06060780597744292,0.010470489614511557,0.5330684112947418,0.0014479707380349745,0.0,false,false,false,false,false,false,false
F411,-0.005413269575375587,0.009274205804769446,0.496245147938872,0.001254065801482516,0.0,false,false,false,false,false,false,false
F412,0.010237454391431878,0.009727893022413456,0.5061489392467148,0.0010761696125810435,0.0,false,false,false,false,false,false,false
F413,0.08244362367154894,0.01550259729877947,0.5063331790980319,0.001168393282051987,0.0,false,false,false,false,false,false,false
F414,-0.0037822550602064084,0.009228881879276988,0.49151077140785987,0.0008225018775071861,0.0,false,false,false,false,false,false,false
F415,0.015770599037650008,0.009897141716264065,0.5056422801375778,0.0010806933076532765,0.0,false,false,false,false,false,false,false
F416,0.07950666897042913,0.009274426687240512,0.49564567909803203,0.0011719833516862655,0.0,false,false,false,false,false,false,false
F417,0.005529144688235601,0.009246682075364424,0.49172258274723923,0.0008214488542573496,0.0,false,false,false,false,false,false,false
F418,0.000363256735694632,0.00946299482008562,0.4824671940379891,0.0011485651870227248,0.0,false,false,false,false,false,false,false
F419,-0.0022306445607248693,0.009274070164404236,0.44789851022307864,0.0010281554365014576,0.0,false,false,false,false,false,false,false
F420,-0.004658700724796255,0.009242240974033008,0.483535186629251,0.0019873409341148104,0.0,false,false,false,false,false,false,false
F421,-0.01565923861763782,0.016293531638705575,0.5333444242124019,0.0016416804670603756,0.0,false,false,false,false,false,false,false
F422,-0.020726269440412386,0.014152395475932375,0.552666775878869,0.0022669207651705133,0.0,false,false,false,false,false,false,false
F423,-0.005354321020451035,0.00916948978133406,0.4365941716520959,0.00207899505260146,0.0,false,false,false,false,false,false,false
F424,-0.0013487115734010559,0.010793877883646007,0.5633574787563554,0.001528980549863849,0.0,false,false,false,false,false,false,false
F425,-0.0011531995596889178,0.010521649033403703,0.4938541403559388,0.0019838877571025657,0.0,false,false,false,false,false,false,false
F426,-0.005494188673977752,0.010432201040210186,0.526479826362805,0.0029330600589798366,0.0,false,false,false,false,false,false,false
F427,-0.009325979637901579,0.010361678400042953,0.4578745363868294,0.0022432084799658366,0.0,false,false,false,false,false,false,false
F428,-0.009088232030692938,0.012092697912136376,0.5258796875056704,0.002933752795143176,0.0,false,false,false,false,false,false,false
F429,-0.0044037042996340125,0.009163176226995712,0.4371617331783722,0.003006554203909841,0.0,false,false,false,false,false,false,false
F430,-0.0013487115734010559,0.010793877883646007,0.5633574787563554,0.001528980549863849,0.0,false,false,false,false,false,false,false
F431,-0.0011531995596889178,0.010521649033403703,0.4938541403559388,0.0019838877571025657,0.0,false,false,false,false,false,false,false
F432,-0.005494188673977752,0.010432201040210186,0.526479826362805,0.0029330600589798366,0.0,false,false,false,false,false,false,false
F433,-0.009325979637901579,0.010361678400042953,0.4578745363868294,0.0022432084799658366,0.0,false,false,false,false,false,false,false
F434,-0.009088232030692938,0.012092697912136376,0.5258796875056704,0.002933752795143176,0.0,false,false,false,false,false,false,false
F435,-0.0044037042996340125,0.009163176226995712,0.4371617331783722,0.003006554203909841,0.0,false,false,false,false,false,false,false
F436,-0.006397862259612036,0.008551779719257347,0.4597615034584998,0.0011519475008167548,0.0,false,false,false,false,false,false,false
F437,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F438,-0.006397862259612036,0.008551779719257347,0.4597615034584998,0.0011519475008167548,0.0,false,false,false,false,false,false,false
F439,-0.011793399346873049,0.009275402294239083,0.4928087007082122,0.001085557612480623,0.0,false,false,false,false,false,false,false
F440,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F441,-0.011793399346873049,0.009275402294239083,0.4928087007082122,0.001085557612480623,0.0,false,false,false,false,false,false,false
F442,0.00025959058285770375,0.009987399506242913,0.5027921560235236,0.0017004397150009952,0.0,false,false,false,false,false,false,false
F443,0.0,0.008930603199707853,0.5000555247084952,0.00003277338447355209,0.0,false,false,false,false,false,false,false
F444,0.0002822713328461324,0.009992860577315169,0.5028021641934582,0.001692992392018569,0.0,false,false,false,false,false,false,false
F445,0.00004798335838832135,0.009871457149608524,0.4970622957516341,0.0016772304657936548,0.0,false,false,false,false,false,false,false
F446,0.0,0.008929632337703752,0.4999444135973842,0.00003277338447355209,0.0,false,false,false,false,false,false,false
F447,0.00004966397850157758,0.00987533293171967,0.4970625,0.0016739270317078622,0.0,false,false,false,false,false,false,false
F448,-0.07015039838545585,0.01050899219503777,0.5441863286055677,0.002046130831599785,0.0,false,false,false,false,false,false,false
F449,0.0,0.008959263063014847,0.4999999691529397,0.00011722796114676367,0.0,false,false,false,false,false,false,false
F450,-0.07087836047385852,0.010489450856928964,0.5436188379594851,0.001957887070373778,0.0,false,false,false,false,false,false,false
F451,-0.06980772973445805,0.010517004826800982,0.5460610162790824,0.0020358637090407234,0.0,false,false,false,false,false,false,false
F452,0.0,0.008958222370721847,0.4999999074588192,0.00011722796114660524,0.0,false,false,false,false,false,false,false
F453,-0.07057624855062151,0.01048501940474127,0.5445898768794026,0.0019543635079606013,0.0,false,false,false,false,false,false,false
F454,0.05227052805733103,0.011731936966596617,0.5182060019987081,0.0019064031588210371,0.0,false,false,false,false,false,false,false
F455,0.0,0.00897288489218705,0.4999445678326856,0.00015894361559764476,0.0,false,false,false,false,false,false,false
F456,0.052206877451546854,0.011594658592555356,0.520172836532355,0.0018795355198970797,0.0,false,false,false,false,false,false,false
F457,0.05279673427986757,0.01150672898112037,0.5192392383452548,0.0019449732315987523,0.0,false,false,false,false,false,false,false
F458,0.0,0.008974853644398022,0.5001667900549078,0.00015894361559764479,0.0,false,false,false,false,false,false,false
F459,0.052811177769332265,0.01146251537782934,0.521212826570569,0.0019084731402595105,0.0,false,false,false,false,false,false,false
F460,-0.0014719686779367366,0.010425294747996736,0.46968075265919806,0.001918756068074982,0.0,false,false,false,false,false,false,false
F461,0.00030050998729768113,0.009997724736661428,0.47828114044757264,0.001775016701288201,0.0,false,false,false,false,false,false,false
F462,0.018678048851870688,0.012755900562423563,0.49592760761994975,0.0023196168100820735,0.0,false,false,false,false,false,false,false
F463,-0.004465325705413933,0.01055884173143985,0.5089879503670801,0.0016439479623859327,0.0,false,false,false,false,false,false,false
F464,-0.0022536504718919876,0.010079615360924866,0.48562483397023437,0.0020860354058656484,0.0,false,false,false,false,false,false,false
F465,0.020306940691778297,0.012298388054201453,0.5078727661965212,0.002473502565437157,0.0,false,false,false,false,false,false,false
F466,0.004755204219438559,0.008597246803839042,0.45426152443903717,0.007413436801700913,0.0,false,false,false,false,false,false,false
F467,0.007936159603607744,0.012581406492396821,0.534621243463145,0.005059604815953295,0.0,false,false,false,false,false,false,false
F468,-0.004189440756825035,0.008911592760828122,0.4328427899986572,0.007230137782764594,0.0,false,false,false,false,false,false,false
F469,-0.0012917727541520941,0.009909041007157416,0.43812628809158316,0.0055388227131765175,0.0,false,false,false,false,false,false,false
F470,-0.002845589785659531,0.009944089901707026,0.4445908359734788,0.0046556498305602234,0.0,false,false,false,false,false,false,false
F471,-0.00966478280197124,0.015634300415357023,0.5397613024989749,0.007788655226767785,0.0,false,false,false,false,false,false,false
F472,-0.0018206186218484,0.009999442868387802,0.4826008064918545,0.002752134353166967,0.0,false,false,false,false,false,false,false
F473,-0.001303486249719138,0.009845842153820793,0.48238785755371927,0.002194426241874738,0.0,false,false,false,false,false,false,false
F474,-0.03713475979126791,0.009860116802089454,0.5182002745388364,0.00209359438333707,0.0,false,false,false,false,false,false,false
F475,-0.009002492294833521,0.010636860889561414,0.5239398859974306,0.0024579618665352644,0.0,false,false,false,false,false,false,false
F476,-0.008008477274890891,0.01049843241566253,0.5246200216020148,0.0020119531404703636,0.0,false,false,false,false,false,false,false
F477,-0.03540974109488625,0.009860347289490036,0.5056762601024123,0.0020930852410242316,0.0,false,false,false,false,false,false,false
F478,0.03031522737557699,0.010723140616363617,0.5065672311678697,0.0014550985831792184,0.0,false,false,false,false,false,false,false
F479,0.07250219389242563,0.011645087478257923,0.5126320215620951,0.0010524649095189139,0.0,false,false,false,false,false,false,false
F480,-0.005261185934076642,0.009340070426376258,0.4925443947035598,0.001405838942892727,0.0,false,false,false,false,false,false,false
F481,0.022158282722027738,0.009422863585572459,0.48628343435745575,0.0014734265095653755,0.0,false,false,false,false,false,false,false
F482,0.05843015347049938,0.011146813869416381,0.512371608751311,0.0010561781123929592,0.0,false,false,false,false,false,false,false
F483,-0.0056244385908517415,0.009492487065258633,0.5057939589888334,0.0014579365476612683,0.0,false,false,false,false,false,false,false
F484,0.02470778793268585,0.009023200893826041,0.48180578679509933,0.00039226355929641854,0.0,false,false,false,false,false,false,false
F485,0.0,0.008920645302372718,0.4998888580418287,8.54153393882738e-6,0.0,false,false,false,false,false,false,false
F486,0.024844065911391187,0.009126836206905478,0.4877120523320378,0.0003888834717011566,0.0,false,false,false,false,false,false,false
F487,0.02231437862082788,0.008983894515776938,0.4823298900302301,0.0006192426088121991,0.0,false,false,false,false,false,false,false
F488,0.0,0.008920645302372718,0.4998888580418287,8.54153393882738e-6,0.0,false,false,false,false,false,false,false
F489,0.022371207503730558,0.008984865150401745,0.4823823818602954,0.0006159329500076227,0.0,false,false,false,false,false,false,false
F490,-0.0014702309022222857,0.00920600235124025,0.4944002618144241,0.00022804113785370605,0.0,false,false,false,false,false,false,false
F491,-0.0014702309022222857,0.00920600235124025,0.4944002618144241,0.00022804113785370605,0.0,false,false,false,false,false,false,false
F492,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F493,-0.014768986347276634,0.00917166169189959,0.494382900703313,0.00023333718984463444,0.0,false,false,false,false,false,false,false
F494,-0.014768986347276634,0.00917166169189959,0.494382900703313,0.00023333718984463444,0.0,false,false,false,false,false,false,false
F495,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F496,-0.001729763631163245,0.009795588446549795,0.5018352823685461,0.002060391620070918,0.0,false,false,false,false,false,false,false
F497,0.0,0.009148376872378692,0.5003334258745141,0.0006568886083031344,0.0,false,false,false,false,false,false,false
F498,-0.00018519433977973353,0.009583053886877359,0.49893497144832394,0.0016638110564093295,0.0,false,false,false,false,false,false,false
F499,-0.0022246849616713617,0.009801662903331192,0.4996590968888017,0.002144302926858043,0.0,false,false,false,false,false,false,false
F500,0.0,0.009149272539693162,0.500611203652292,0.0006568886083031343,0.0,false,false,false,false,false,false,false
F501,-0.00045124206408939566,0.009649002134828454,0.5049490954326391,0.0016540298234218405,0.0,false,false,false,false,false,false,false
F502,-0.026082041407375432,0.009203055581906015,0.4952835188466465,0.002391766823570952,0.0,false,false,false,false,false,false,false
F503,-0.006502842259461312,0.009482839339999856,0.5116656860250115,0.0009799389720497155,0.0,false,false,false,false,false,false,false
F504,-0.028092615150736504,0.009806879196539478,0.5156037071361952,0.002129055351056328,0.0,false,false,false,false,false,false,false
F505,-0.02300616299722576,0.009129399121144202,0.48543112509208763,0.0015726874106166693,0.0,false,false,false,false,false,false,false
F506,-0.02621495040505245,0.009075066629600542,0.4889420722828276,0.0006914754976961425,0.0,false,false,false,false,false,false,false
F507,-0.019702311220320755,0.009528961156175603,0.5174886028050866,0.0017947372345359113,0.0,false,false,false,false,false,false,false
F508,-0.019647452751488364,0.009239833784764609,0.4828798043162295,0.0017315079472783245,0.0,false,false,false,false,false,false,false
F509,-0.03973487529918354,0.010136491669642918,0.5339332089697809,0.0015378914522719963,0.0,false,false,false,false,false,false,false
F510,0.001502288549719778,0.009895841938278475,0.501333841969603,0.0010932477902151692,0.0,false,false,false,false,false,false,false
F511,-0.022061721688758452,0.009778815489663263,0.5171355035374321,0.002049485136394193,0.0,false,false,false,false,false,false,false
F512,-0.039779912773772734,0.010139308389391465,0.5339568305598197,0.0015378914522719677,0.0,false,false,false,false,false,false,false
F513,-0.0011762583876913518,0.009771028515429016,0.5021316400565408,0.001255211611506125,0.0,false,false,false,false,false,false,false
F514,0.021451597140035514,0.009809348295644227,0.5244542750169658,0.0012250088007954155,0.0,false,false,false,false,false,false,false
F515,0.13698558627332902,0.008872030487330795,0.4846437492288235,0.001170178174997847,0.0,false,false,false,false,false,false,false
F516,0.0067629756726199424,0.00973905125301745,0.5061975522857671,0.0007460493829750187,0.0,false,false,false,false,false,false,false
F517,0.004672477908609081,0.009320012667854694,0.520666849821087,0.0010156892424618455,0.0,false,false,false,false,false,false,false
F518,0.1269061434702724,0.008870200033261038,0.48453958256215685,0.0011701781749978287,0.0,false,false,false,false,false,false,false
F519,-0.005574874461585309,0.009574001317240087,0.5062149943704115,0.000742722484805511,0.0,false,false,false,false,false,false,false
F520,0.0001179625663904212,0.010040159187393639,0.5223161537889263,0.0007489114902323498,0.0,false,false,false,false,false,false,false
F521,-0.005426882277437211,0.008869366170555079,0.45569312289741,0.0006894392588462589,0.0,false,false,false,false,false,false,false
F522,-0.005170451258661471,0.0095612735167564,0.5213556168187246,0.002757716336676542,0.0,false,false,false,false,false,false,false
F523,-0.01683404058854086,0.013499876961458416,0.5325041843129996,0.0014818447896684005,0.0,false,false,false,false,false,false,false
F524,-0.023309525122688548,0.012913660448600369,0.5585060687054758,0.0010435153458329771,0.0,false,false,false,false,false,false,false
F525,-0.006022530106163689,0.009159364070671047,0.47620660680522436,0.0012289785427781394,0.0,false,false,false,false,false,false,false
F526,-0.0030153561158727683,0.01116199440300012,0.5738553831976063,0.0016770179708276254,0.0,false,false,false,false,false,false,false
F527,-0.0028115253034676608,0.009017478141736271,0.4516834218371783,0.0013402355047483399,0.0,false,false,false,false,false,false,false
F528,-0.009107718627234671,0.00996040641789171,0.5418042740416544,0.0029525790772373267,0.0,false,false,false,false,false,false,false
F529,-0.013163758262350597,0.011184043064405905,0.5175198491760206,0.0013964931273555627,0.0,false,false,false,false,false,false,false
F530,-0.015762302339515127,0.01180839936000531,0.5368077878847263,0.0014380175371396728,0.0,false,false,false,false,false,false,false
F531,-0.006295851263838981,0.009220235354797737,0.47555282683821265,0.0021450581949003338,0.0,false,false,false,false,false,false,false
F532,-0.0030153561158727683,0.01116199440300012,0.5738553831976063,0.0016770179708276254,0.0,false,false,false,false,false,false,false
F533,-0.0028115253034676608,0.009017478141736271,0.4516834218371783,0.0013402355047483399,0.0,false,false,false,false,false,false,false
F534,-0.009107718627234671,0.00996040641789171,0.5418042740416544,0.0029525790772373267,0.0,false,false,false,false,false,false,false
F535,-0.013163758262350597,0.011184043064405905,0.5175198491760206,0.0013964931273555627,0.0,false,false,false,false,false,false,false
F536,-0.015762302339515127,0.01180839936000531,0.5368077878847263,0.0014380175371396728,0.0,false,false,false,false,false,false,false
F537,-0.006295851263838981,0.009220235354797737,0.47555282683821265,0.0021450581949003338,0.0,false,false,false,false,false,false,false
F538,0.016161225864457812,0.012811106632575519,0.5603579254716878,0.0008280510339517585,0.0,false,false,false,false,false,false,false
F539,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F540,0.016161225864457812,0.012811106632575519,0.5603579254716878,0.0008280510339517585,0.0,false,false,false,false,false,false,false
F541,0.016464363968901892,0.012748719121970831,0.5609698496069722,0.0010777470135973862,0.0,false,false,false,false,false,false,false
F542,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F543,0.016464363968901892,0.012748719121970831,0.5609698496069722,0.0010777470135973862,0.0,false,false,false,false,false,false,false
F544,0.00418412383876295,0.009583948772077392,0.532908104679499,0.0012872119978796497,0.0,false,false,false,false,false,false,false
F545,0.0,0.008927567981183734,0.5005000000000001,0.000032773384473710694,0.0,false,false,false,false,false,false,false
F546,0.0042856309768879,0.009580423380353132,0.5327171324572768,0.0012833563036612771,0.0,false,false,false,false,false,false,false
F547,0.004057710842342978,0.009575053701581977,0.5325297249984577,0.0014095554003587913,0.0,false,false,false,false,false,false,false
F548,0.0,0.008927567981183734,0.5005000000000001,0.000032773384473710694,0.0,false,false,false,false,false,false,false
F549,0.004175528599370213,0.009572959694747822,0.5324081972206799,0.0014076639266816765,0.0,false,false,false,false,false,false,false
F550,-0.03936506996456977,0.009791744325737978,0.5175128493883209,0.0013946332423186176,0.0,false,false,false,false,false,false,false
F551,0.0,0.00895793134306583,0.499888672959467,0.000117227961146764,0.0,false,false,false,false,false,false,false
F552,-0.040039227546437656,0.009773808791846996,0.5172504441069414,0.0013137974733697963,0.0,false,false,false,false,false,false,false
F553,-0.040843654198531934,0.009999266248458564,0.5334649008085559,0.0015466416065427228,0.0,false,false,false,false,false,false,false
F554,0.0,0.008958857564173233,0.4999997840705781,0.000117227961146764,0.0,false,false,false,false,false,false,false
F555,-0.04164048303878198,0.00998225191552911,0.5334720223967804,0.0014651342742078534,0.0,false,false,false,false,false,false,false
F556,0.07260269590522217,0.014430016316872745,0.5357700256393507,0.0019525208925226852,0.0,false,false,false,false,false,false,false
F557,0.0,0.00896313277156857,0.5024997223764575,0.00015894361559764476,0.0,false,false,false,false,false,false,false
F558,0.07202246991796925,0.014756080944681893,0.5377236264439146,0.0019194871633067673,0.0,false,false,false,false,false,false,false
F559,0.055826945917231946,0.012809863944778233,0.535403638773666,0.0016377088180090224,0.0,false,false,false,false,false,false,false
F560,0.0,0.00896313277156857,0.5024997223764575,0.00015894361559764476,0.0,false,false,false,false,false,false,false
F561,0.056941418497124814,0.013224102539079593,0.5374291350030667,0.0016006821109892497,0.0,false,false,false,false,false,false,false
F562,0.007811647435004123,0.011856087671132744,0.5495511996557831,0.0013616595098015106,0.0,false,false,false,false,false,false,false
F563,0.001285450722723998,0.010764080584613384,0.5422173458917159,0.0014991298689895451,0.0,false,false,false,false,false,false,false
F564,0.049158865091806975,0.024246455314221486,0.525029009165206,0.0022141314237638047,0.0,false,false,false,false,false,false,false
F565,-0.0004340747251946054,0.010586774400182264,0.5287538474903195,0.001224094034572806,0.0,false,false,false,false,false,false,false
F566,-0.0022196222805464286,0.010090309652971098,0.5228452846412486,0.0017829932407472811,0.0,false,false,false,false,false,false,false
F567,0.03627306478438835,0.01754788672977852,0.5304487133600432,0.0017929923432283986,0.0,false,false,false,false,false,false,false
F568,-0.001718916241013072,0.010029900900589087,0.5308717348613514,0.006462748910746481,0.0,false,false,false,false,false,false,false
F569,-0.0010749899363697525,0.011505853573617117,0.5234651469045881,0.0037904967713024307,0.0,false,false,false,false,false,false,false
F570,-0.006524501086244147,0.010831402737055313,0.5286205993039452,0.006319469482185496,0.0,false,false,false,false,false,false,false
F571,-0.004665487451189044,0.008862639372990675,0.43214647749253315,0.003839762932948764,0.0,false,false,false,false,false,false,false
F572,-0.011988288415761396,0.008739341853147937,0.42817049351667374,0.0037312950426498237,0.0,false,false,false,false,false,false,false
F573,-0.006971444245531552,0.011065481195376276,0.4895566185316437,0.005359461341664622,0.0,false,false,false,false,false,false,false
F574,0.005643030422268672,0.011695812701822664,0.5150159032472882,0.001824367735310489,0.0,false,false,false,false,false,false,false
F575,0.005402834777821876,0.011651220569763303,0.5210010816884593,0.0014084341617869446,0.0,false,false,false,false,false,false,false
F576,-0.023674900457360443,0.009496620162758236,0.49101036461225245,0.0019828502535191475,0.0,false,false,false,false,false,false,false
F577,-0.004946102345965054,0.009419027162229995,0.466533989377724,0.0019513981096782706,0.0,false,false,false,false,false,false,false
F578,-0.003877181887453048,0.010388570521175786,0.5136493557954367,0.001424662125402508,0.0,false,false,false,false,false,false,false
F579,-0.021470610675658544,0.009528806726241849,0.4937495989882164,0.001982850253518874,0.0,false,false,false,false,false,false,false
F580,-0.009532006257265838,0.00957625669499512,0.49902159679807506,0.001259616581824758,0.0,false,false,false,false,false,false,false
F581,-0.00024237217065315917,0.009149679967458515,0.48796527584983646,0.0008309341589986851,0.0,false,false,false,false,false,false,false
F582,-0.01232478649479334,0.009539278403140224,0.5061107216669751,0.0012401314519530624,0.0,false,false,false,false,false,false,false
F583,-0.017226230303529974,0.009639936742453262,0.5061836479733481,0.0013018565741359912,0.0,false,false,false,false,false,false,false
F584,-0.011516510900087802,0.009139504200518062,0.48679151821518907,0.0008331690585792343,0.0,false,false,false,false,false,false,false
F585,-0.015912419617378142,0.009354497340126725,0.49288532798136836,0.0012325347265074026,0.0,false,false,false,false,false,false,false
F586,0.05084241514547988,0.01210208855900412,0.5184901478798997,0.0008438454206865464,0.0,false,false,false,false,false,false,false
F587,0.0,0.00881227186277624,0.5001666358196064,8.541533938668639e-6,0.0,false,false,false,false,false,false,false
F588,0.05086730989334296,0.01210208855900412,0.5184901478798997,0.0008404653330912828,0.0,false,false,false,false,false,false,false
F589,0.04662251012999526,0.011801018743301575,0.5186681658111144,0.0005276545619284563,0.0,false,false,false,false,false,false,false
F590,0.0,0.00881227186277624,0.5001666358196064,8.541533938668639e-6,0.0,false,false,false,false,false,false,false
F591,0.046679169346911895,0.011801018743301575,0.5186681658111144,0.0005309642207330326,0.0,false,false,false,false,false,false,false
F592,0.035015833677385026,0.011649829218715612,0.508205292969955,0.0004751723886114585,0.0,false,false,false,false,false,false,false
F593,0.035015833677385026,0.011649829218715612,0.508205292969955,0.0004751723886114585,0.0,false,false,false,false,false,false,false
F594,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F595,0.025543758435853197,0.01139730396619036,0.5082434874143994,0.00011423665102271006,0.0,false,false,false,false,false,false,false
F596,0.025543758435853197,0.01139730396619036,0.5082434874143994,0.00011423665102271006,0.0,false,false,false,false,false,false,false
F597,0.0,0.008918738132841702,0.5,0.0,0.0,false,false,false,false,false,false,false
F598,0.003544454021995106,0.009658348716993925,0.4846438096754526,0.0020551084867559896,0.0,false,false,false,false,false,false,false
F599,0.0,0.009153037385358642,0.5022218829045592,0.0006568886083032916,0.0,false,false,false,false,false,false,false
F600,0.005832749279535148,0.009535491993599746,0.5063070094500877,0.0017177307083488212,0.0,false,false,false,false,false,false,false
F601,0.0029984099077252193,0.009710222841644526,0.4937104532748691,0.0021733030210766722,0.0,false,false,false,false,false,false,false
F602,0.0,0.00911109691719599,0.4983336109568758,0.0006568886083032933,0.0,false,false,false,false,false,false,false
F603,0.00532267653894626,0.009625055456199424,0.5169549823445942,0.0016900116282927333,0.0,false,false,false,false,false,false,false
F604,-0.024906892547521903,0.008720361382937806,0.48026468433477404,0.0007256260652119185,0.0,false,false,false,false,false,false,false
F605,-0.013228618078842045,0.008943074149537034,0.4973073156525242,0.0005542651011203428,0.0,false,false,false,false,false,false,false
F606,-0.02270922580805808,0.009693212130666953,0.5127553419850264,0.001487432242523373,0.0,false,false,false,false,false,false,false
F607,-0.02093375570676194,0.008736657792253142,0.47894968129996773,0.0010194320793299888,0.0,false,false,false,false,false,false,false
F608,-0.011462282118811116,0.008823377480742235,0.48414192460252653,0.0005506651388933101,0.0,false,false,false,false,false,false,false
F609,-0.01926825014972819,0.009906828452847441,0.5132340866593722,0.0010316296539150342,0.0,false,false,false,false,false,false,false
F610,-0.010027302146178859,0.009018496647089156,0.5055550620025911,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F611,-0.00411535813552811,0.008935661805590078,0.5009442902091431,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F612,-0.006780459336648935,0.008964512054019857,0.5025553396261337,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F613,-0.006372798353306694,0.009018496647089156,0.5055550620025911,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F614,-0.0035006617521034455,0.008935661805590078,0.5009442902091431,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F615,-0.005471752266772828,0.008964512054019857,0.5025553396261337,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F616,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F617,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F618,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F619,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F620,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F621,0.0,0.008918738132841702,0.5,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F622,0.04252289965287091,0.011216122202078663,0.6004072546842169,0.0016826941822429406,0.5,false,false,false,false,false,false,false
F623,-0.011226527067156685,0.009042772414558035,0.506943827503239,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F624,0.0014855771842149524,0.008776709739929757,0.4847829873018984,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F625,-0.0022941774992850145,0.00977851538445013,0.5073811099861008,0.003914249608780233,0.0,false,false,false,false,false,false,false
F626,-0.006888218366767932,0.009042772414558035,0.506943827503239,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F627,-0.0024171501928597055,0.008945597140545093,0.48861159400369436,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F628,0.02545177064651676,0.010447981603948345,0.5663066206864016,0.0005054279393643091,0.5,false,false,false,false,false,false,false
F629,-0.010178303176387826,0.009020810944292846,0.505721759516318,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F630,-0.001489160726095124,0.008800083799013963,0.4846999932862281,0.0000227900363237928,0.5,false,false,false,false,false,false,false
F631,-0.006037349604272271,0.008306639282701703,0.449639010802822,0.0015817942194816816,0.0,false,false,false,false,false,false,false
F632,-0.006182098173617766,0.009020810944292846,0.505721759516318,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F633,-0.003549030796731649,0.008803660020844336,0.48477350727446267,0.0000227900363237928,0.0,false,false,false,false,false,false,false
F634,0.02545177064651676,0.010447981603948345,0.5663066206864016,0.0005054279393643091,0.5,false,false,false,false,false,false,false
F635,-0.010178303176387826,0.009020810944292846,0.505721759516318,0.0000227900363237928,0.5,false,false,false,false,false,false,false
